,request,id,n
16547,РЭУ имени Г. В. Плеханова,"[558, 1895, 2085, 3475, 3761]",5
16548,Разрушение,"[546, 1443, 2972, 3166]",4
16549,Роскосмос,"[2831, 3182, 4148, 4400, 5660]",5
16550,Российская империя,"[3958, 6439, 7573]",3
16551,Рыба,"[6139, 6991, 7029]",3
16552,СМИ,"[5857, 8138, 8248]",3
16553,СПбГУВМ,"[1087, 1571, 1996, 2038, 2217]",5
16554,СФУ,"[4043, 4208, 6217, 6235, 6422, 6439, 7105, 7573]",8
16555,Сверхновая,"[1477, 2409, 3340, 3383, 4358]",5
16556,Северная Америка,"[1749, 3693, 5069]",3
16557,Сибирь,"[161, 3504, 3958, 6439]",4
16558,Солнце,"[3857, 4774, 5763, 5981, 7311, 7384, 7974]",7
16559,Стандартная модель,"[2862, 3591, 6221, 6620]",4
16560,Стрелец A,"[145, 1792, 2965, 4898]",4
16561,Тихий океан,"[1773, 3018, 8100]",3
16562,Триасовый период,"[2738, 6141, 7897]",3
16563,Углерод,"[4419, 5036, 5276, 5524, 7204]",5
16564,Украина,"[714, 6024, 6846]",3
16565,Университет «Дубна»,"[1526, 3488, 4126, 4191]",4
16566,Финансовый университет,"[7452, 7966, 8203]",3
16567,Черные дыры,"[2097, 3664, 4774]",3
16568,Южная Америка,"[50, 997, 3305]",3
16569,Юпитер,"[103, 243, 7977]",3
16570,Яндекс,"[276, 1390, 4696]",3
16571,абиогенез,"[666, 1399, 2347, 2618, 3925, 6322, 7828, 7895]",8
16572,аборт,"[1234, 7116, 7196]",3
16573,авария,"[4587, 4935, 7098, 7283, 8029, 8219]",6
16574,авиадвигатель,"[2369, 5385, 7479]",3
16575,авиастроение,"[1446, 2330, 2820, 4744, 6087, 6108, 7089, 7479, 7941]",9
16576,автодороги,"[1860, 3003, 4332]",3
16577,автоматизация,"[753, 1684, 2764, 3351, 5279, 7106, 7193, 7363]",8
16578,автоматическая межпланетная станция,"[1658, 4607, 4862, 6777]",4
16579,автомобиль,"[454, 1704, 2930, 3003, 5846, 6680, 7966]",7
16580,агрессивность,"[221, 2316, 3186, 3455, 4737]",5
16581,агротехнологии,"[6904, 7887, 8237]",3
16582,адаптация,"[438, 2666, 3125, 5180, 7408, 8036]",6
16583,адгезия,"[1614, 2387, 3740, 4425]",4
16584,аддикция,"[4611, 6806, 8039]",3
16585,аддитивные технологии,"[1144, 1713, 2461, 3493, 4890, 5949, 5978, 6145]",8
16586,адресная доставка,"[4588, 7122, 7965]",3
16587,адсорбент,"[2244, 5725, 6149, 7290]",4
16588,айсберги,"[1404, 5837, 7421]",3
16589,аккреция,"[615, 2555, 2769]",3
16590,аккумулятор,"[1, 919, 1385, 4233, 4741, 4850]",6
16591,акне,"[2659, 3353, 5261]",3
16592,аксионы,"[854, 860, 2390, 4038, 5546, 6414, 7395]",7
16593,аксоны,"[3899, 5774, 8214]",3
16594,активированный уголь,"[3240, 5725, 6801]",3
16595,активность,"[2370, 3264, 3782, 4275, 6447, 6701]",6
16596,активность Солнца,"[346, 1314, 4821]",3
16597,активность нейронов,"[1496, 3826, 6847]",3
16598,актиния,"[3299, 6519, 8027]",3
16599,акула,"[3133, 5108, 7302, 7708, 7752, 8047]",6
16600,акустика,"[1097, 2232, 4971, 5033, 7398]",5
16601,акустическая коммуникация,"[5741, 6034, 7103]",3
16602,акустические волны,"[2180, 5033, 6858]",3
16603,алкогольная зависимость,"[5706, 6806, 8202, 8230]",4
16604,аллергены,"[124, 451, 3984]",3
16605,аллигаторы,"[1834, 5020, 7065]",3
16606,алопеция,"[1483, 3663, 4245]",3
16607,амеба,"[3029, 4215, 8190]",3
16608,америка,"[1039, 3983, 4787]",3
16609,амины,"[1318, 2023, 6303, 7457]",4
16610,ампутация,"[426, 2840, 3040, 6025, 8114]",5
16611,амфибии,"[3459, 3750, 4266, 4445, 5174, 6354, 6648, 7531, 8149]",9
16612,анализ,"[236, 1309, 1915, 1933, 4961, 5534]",6
16613,анализ данных,"[2546, 3014, 6607, 6634, 6805]",5
16614,анализ крови,"[819, 5497, 6945]",3
16615,анализ стабильных изотопов,"[3556, 4457, 4754, 4853]",4
16616,английский язык,"[2118, 4965, 5053, 5154]",4
16617,анемия,"[147, 254, 5656]",3
16618,аномалии развития,"[4382, 5369, 6769]",3
16619,антенны,"[434, 3864, 5884, 6881]",4
16620,антибиотик,"[405, 3359, 5603, 7081, 7348, 8158]",6
16621,антивакцинаторство,"[3892, 5545, 5771]",3
16622,антивещество,"[5377, 5984, 8089]",3
16623,антидот,"[108, 3570, 3813, 6282]",4
16624,антиматерия,"[2264, 2267, 3067]",3
16625,антинейтрино,"[91, 1757, 2605]",3
16626,антисоциальное поведение,"[3373, 4002, 4833]",3
16627,антитела,"[83, 1645, 3056, 3570, 3970, 4376, 4835]",7
16628,античастицы,"[323, 3067, 5984]",3
16629,антропогенез,"[5449, 5597, 6173, 7167, 7750]",5
16630,антропогенное воздействие,"[298, 2123, 3046, 5421, 5427]",5
16631,антропоцен,"[1154, 4109, 6441]",3
16632,апноэ,"[3502, 3886, 4622]",3
16633,апоптоз,"[677, 5774, 6461]",3
16634,аппетит,"[2662, 3500, 5676]",3
16635,аритмия,"[99, 4009, 5912]",3
16636,армирование,"[1769, 7028, 7341]",3
16637,ароматы,"[1253, 3168, 3431, 5435, 5440]",5
16638,артериальная гипертензия,"[345, 2937, 3779, 4879, 5848]",5
16639,артериальное давление,"[1939, 3779, 4763, 4879, 5081, 5470, 5848, 7985]",8
16640,артерии,"[722, 3667, 5704]",3
16641,артефакты,"[1330, 2333, 5531]",3
16642,артрит,"[295, 327, 4333, 6357]",4
16643,археи,"[46, 192, 927, 2152, 4100, 7250, 7257, 7760]",8
16644,архей,"[1648, 1786, 2800, 7434]",4
16645,археологи,"[613, 930, 1022, 5395, 8206]",5
16646,археологические раскопки,"[386, 1465, 4441]",3
16647,архитектура,"[832, 2634, 3113, 3349, 4852, 6666, 6797]",7
16648,архозавры,"[4347, 5133, 5735]",3
16649,асимметрия,"[97, 538, 822, 7249]",4
16650,аспартам,"[5431, 5999, 6286]",3
16651,астероид Рюгу,"[259, 470, 843, 1793, 2343, 2540, 2784, 2854, 6618]",9
16652,астероидная угроза,"[6475, 6633, 6668, 7016, 7220, 7676, 7733, 7743, 7883]",9
16653,астма,"[124, 1571, 3706, 5907]",4
16654,астронавты,"[167, 306, 1993, 2318, 2399, 4062, 5656, 5788]",8
16655,астрономические наблюдения,"[4304, 4804, 6558, 7045]",4
16656,астрофизик,"[532, 2337, 5365]",3
16657,астроциты,"[5595, 7374, 7721]",3
16658,асфальтобетон,"[2032, 3028, 3419, 4413, 5826, 5939, 7202]",7
16659,атмосфера Венеры,"[27, 71, 2324, 3840]",4
16660,атмосфера Марса,"[248, 2339, 2881, 3587]",4
16661,атмосфера земли,"[1352, 1786, 1950, 2618, 3012, 4838, 6467, 7642]",8
16662,атмосферные явления,"[562, 1338, 2754, 4465, 6709, 7734]",6
16663,атомная отрасль,"[16, 4024, 4869, 4872, 4982, 6966]",6
16664,атомная энергетика,"[120, 714, 2017, 4024, 4793, 4869, 6182, 6451, 7486]",9
16665,атомное ядро,"[361, 1776, 2302, 2592, 2727, 5577]",6
16666,атомные реакторы,"[16, 120, 2440]",3
16667,атомные часы,"[2187, 2980, 3435, 3809, 4034, 7384]",6
