request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other,search_20_trained,search_10_trained
аспартам,"[5431, 5999, 6286]",3,"[5431, 5353, 1571, 6209, 7152, 405, 5768, 2516, 7622, 1549, 2973, 7550, 147, 3706, 1874, 5907, 4067, 4982, 7608, 5757]","[5431, 5353, 1571, 6209, 7152, 405, 5768, 2516, 7622, 1549]","[5431, 5768, 7482, 6490, 6788, 7278, 1811, 5888, 6326, 7327, 2780, 3859, 405, 6635, 5853, 3330, 4125, 8125, 1874, 7863]","[5431, 5768, 7482, 6490, 6788, 7278, 1811, 5888, 6326, 7327]","[5431, 1811, 6490, 7863, 2422, 8125, 405, 7061, 1874, 7482, 1187, 6326, 2069, 144, 4426, 3009, 7296, 2516, 5353, 2973]","[5431, 1811, 6490, 7863, 2422, 8125, 405, 7061, 1874, 7482]","[5431, 5768, 5757, 8125, 1076, 7863, 7341, 405, 6209, 1874, 7622, 6490, 2973, 6735, 7278, 2783, 3859, 4948, 5907, 1571]","[5431, 5768, 5757, 8125, 1076, 7863, 7341, 405, 6209, 1874]"
капли,"[17, 257, 2001]",3,"[6799, 3947, 6610, 5483, 4594, 7115, 3347, 4735, 69, 1136, 2926, 3806, 4465, 7895, 1532, 257, 7558, 3410, 2352, 1332]","[6799, 3947, 6610, 5483, 4594, 7115, 3347, 4735, 69, 1136]","[3347, 69, 2926, 4735, 2558, 5483, 392, 4777, 5854, 4596, 6610, 2503, 3516, 6799, 3185, 1287, 4465, 6811, 8170, 4771]","[3347, 69, 2926, 4735, 2558, 5483, 392, 4777, 5854, 4596]","[1287, 69, 4465, 2558, 7079, 3433, 5338, 2926, 6610, 6273, 4771, 533, 3347, 1483, 2352, 7558, 7934, 1062, 4735, 392]","[1287, 69, 4465, 2558, 7079, 3433, 5338, 2926, 6610, 6273]","[4465, 4771, 69, 6610, 2926, 4594, 257, 4735, 1136, 4837, 7934, 6799, 3433, 6273, 5483, 2001, 7895, 3806, 2007, 3947]","[4465, 4771, 69, 6610, 2926, 4594, 257, 4735, 1136, 4837]"
изделия,"[2707, 2783, 3071, 5224, 6082, 7657, 8121]",7,"[2570, 7935, 6134, 2833, 543, 2139, 4428, 2151, 1666, 7833, 7558, 4279, 7530, 2509, 7739, 1379, 6700, 5353, 4798, 7726]","[2570, 7935, 6134, 2833, 543, 2139, 4428, 2151, 1666, 7833]","[6841, 7935, 2570, 1443, 6214, 4730, 6700, 4, 2622, 3740, 7611, 2619, 7120, 3903, 6650, 7049, 5708, 2299, 836, 1446]","[6841, 7935, 2570, 1443, 6214, 4730, 6700, 4, 2622, 3740]","[6841, 6700, 6214, 7049, 3740, 2622, 2570, 2215, 7558, 4428, 7120, 1443, 4730, 4724, 6348, 5834, 3903, 7538, 2833, 7611]","[6841, 6700, 6214, 7049, 3740, 2622, 2570, 2215, 7558, 4428]","[2570, 6841, 6214, 4730, 7538, 7049, 6348, 2299, 1443, 6650, 4858, 2833, 6700, 2619, 4724, 5526, 5196, 2622, 4428, 1197]","[2570, 6841, 6214, 4730, 7538, 7049, 6348, 2299, 1443, 6650]"
статьи о групповой работе с ИИ,[164],1,"[164, 7898, 1175, 4802, 7821, 7351, 5164, 7530, 7316, 6121, 6134, 7695, 2151, 6515, 5761, 5163, 2287, 2486, 2985, 2756]","[164, 7898, 1175, 4802, 7821, 7351, 5164, 7530, 7316, 6121]","[164, 7695, 2509, 7898, 5761, 5986, 1337, 7351, 4915, 2190, 7589, 1175, 2609, 263, 2918, 2435, 7363, 2151, 6121, 2877]","[164, 7695, 2509, 7898, 5761, 5986, 1337, 7351, 4915, 2190]","[7898, 164, 2918, 2623, 7695, 2609, 7084, 5986, 2357, 4802, 1007, 5163, 5263, 2877, 1337, 7363, 2641, 237, 3209, 6169]","[7898, 164, 2918, 2623, 7695, 2609, 7084, 5986, 2357, 4802]","[164, 2287, 2151, 4750, 5986, 3566, 6297, 2918, 7782, 2609, 2877, 2623, 207, 2190, 2985, 3014, 5761, 7695, 2368, 1337]","[164, 2287, 2151, 4750, 5986, 3566, 6297, 2918, 7782, 2609]"
полярное сияние на блуждающем коричневом карлике,[123],1,"[6085, 2704, 2103, 6642, 5775, 2398, 3807, 60, 7616, 2339, 6135, 7630, 7306, 1951, 4431, 2059, 4814, 7593, 123, 3935]","[6085, 2704, 2103, 6642, 5775, 2398, 3807, 60, 7616, 2339]","[6085, 60, 123, 2103, 7616, 1715, 7593, 2704, 4814, 6106, 5775, 7306, 1157, 6306, 7331, 30, 6466, 6296, 8159, 6944]","[6085, 60, 123, 2103, 7616, 1715, 7593, 2704, 4814, 6106]","[7616, 6085, 7331, 44, 282, 2977, 6642, 1715, 864, 6306, 1157, 2103, 7118, 2214, 6296, 1625, 5491, 123, 6792, 5885]","[7616, 6085, 7331, 44, 282, 2977, 6642, 1715, 864, 6306]","[7616, 1976, 2103, 6813, 1715, 1308, 1940, 1085, 8159, 1625, 282, 2550, 123, 2939, 7515, 617, 864, 1797, 5885, 6944]","[7616, 1976, 2103, 6813, 1715, 1308, 1940, 1085, 8159, 1625]"
спутниковые системы мониторинга,[7197],1,"[7383, 6092, 4702, 2635, 5135, 7045, 4949, 6031, 5824, 6373, 2492, 820, 4197, 3167, 6566, 1052, 5942, 6753, 1028, 5860]","[7383, 6092, 4702, 2635, 5135, 7045, 4949, 6031, 5824, 6373]","[7383, 581, 5165, 6092, 4285, 5138, 4949, 5824, 4197, 2531, 820, 3010, 2658, 733, 3179, 5942, 6373, 7929, 888, 7098]","[7383, 581, 5165, 6092, 4285, 5138, 4949, 5824, 4197, 2531]","[7383, 4285, 4197, 581, 2492, 6092, 4949, 8165, 3010, 280, 744, 820, 2658, 6373, 7098, 7242, 3179, 4935, 730, 3933]","[7383, 4285, 4197, 581, 2492, 6092, 4949, 8165, 3010, 280]","[581, 7197, 6092, 2531, 7383, 3010, 8268, 6399, 3179, 692, 5824, 5138, 785, 5135, 888, 2650, 5654, 4442, 5860, 4285]","[581, 7197, 6092, 2531, 7383, 3010, 8268, 6399, 3179, 692]"
электромагнитные свойства наночастиц,[5715],1,"[5715, 5072, 5872, 5896, 4126, 5394, 586, 6531, 1321, 3763, 2195, 7248, 2959, 2389, 1008, 2776, 1456, 2248, 4841, 7792]","[5715, 5072, 5872, 5896, 4126, 5394, 586, 6531, 1321, 3763]","[5896, 1321, 5715, 5872, 5072, 5394, 7792, 1008, 7248, 7795, 526, 2968, 4841, 4126, 6496, 586, 2959, 2776, 2193, 7969]","[5896, 1321, 5715, 5872, 5072, 5394, 7792, 1008, 7248, 7795]","[5715, 5896, 5872, 5072, 4126, 4841, 2195, 6730, 6598, 2389, 1008, 6069, 5394, 5030, 5010, 6328, 3845, 2371, 1321, 526]","[5715, 5896, 5872, 5072, 4126, 4841, 2195, 6730, 6598, 2389]","[5896, 1321, 5872, 5500, 5072, 4772, 5715, 2327, 5989, 7795, 5827, 2603, 4824, 2193, 2389, 2195, 5394, 2248, 6069, 2822]","[5896, 1321, 5872, 5500, 5072, 4772, 5715, 2327, 5989, 7795]"
физика сперматозоидов,[5170],1,"[4977, 7990, 5170, 982, 5792, 7563, 6603, 7378, 6870, 6998, 5448, 311, 727, 7195, 6444, 6077, 5407, 2248, 3803, 1380]","[4977, 7990, 5170, 982, 5792, 7563, 6603, 7378, 6870, 6998]","[8043, 5792, 2572, 311, 5170, 7178, 590, 4977, 849, 7760, 6462, 7124, 7296, 7069, 6702, 7990, 6275, 7287, 2640, 6941]","[8043, 5792, 2572, 311, 5170, 7178, 590, 4977, 849, 7760]","[849, 4780, 5940, 4311, 8033, 1197, 311, 3002, 7069, 2640, 4679, 6531, 2248, 4977, 5015, 7178, 5792, 4832, 590, 6004]","[849, 4780, 5940, 4311, 8033, 1197, 311, 3002, 7069, 2640]","[4977, 5407, 7563, 5236, 5792, 6462, 2572, 311, 6603, 7990, 8043, 5541, 6998, 1822, 7483, 8051, 3803, 5448, 1197, 5170]","[4977, 5407, 7563, 5236, 5792, 6462, 2572, 311, 6603, 7990]"
разработки в области искусственного интеллекта в России,[3812],1,"[4484, 4696, 7316, 1895, 2190, 7354, 2188, 5028, 4452, 1335, 1229, 2509, 8, 3200, 263, 2517, 946, 1527, 3209, 4954]","[4484, 4696, 7316, 1895, 2190, 7354, 2188, 5028, 4452, 1335]","[4484, 1229, 4696, 1895, 7782, 8, 7695, 263, 2509, 7316, 2190, 3665, 3209, 7432, 3812, 207, 2077, 4915, 5443, 1781]","[4484, 1229, 4696, 1895, 7782, 8, 7695, 263, 2509, 7316]","[1229, 4484, 4696, 2190, 7782, 263, 7316, 1895, 2320, 3347, 946, 8, 7695, 4053, 7397, 207, 7363, 2918, 4915, 4414]","[1229, 4484, 4696, 2190, 7782, 263, 7316, 1895, 2320, 3347]","[7782, 5323, 1229, 2509, 1895, 3014, 2190, 1527, 4696, 2357, 2287, 2151, 3209, 8144, 207, 2368, 571, 4750, 7695, 7493]","[7782, 5323, 1229, 2509, 1895, 3014, 2190, 1527, 4696, 2357]"
история возникновения астрологии,[3094],1,"[3094, 3233, 1399, 7276, 5877, 3499, 699, 3019, 1802, 4304, 2744, 7630, 5251, 1189, 116, 1924, 7448, 517, 2235, 6796]","[3094, 3233, 1399, 7276, 5877, 3499, 699, 3019, 1802, 4304]","[7276, 7747, 4304, 3440, 7770, 3499, 3586, 5116, 1327, 8270, 7997, 5877, 3862, 5198, 699, 654, 1399, 3483, 562, 4754]","[7276, 7747, 4304, 3440, 7770, 3499, 3586, 5116, 1327, 8270]","[699, 7276, 3094, 6558, 7747, 3283, 654, 4304, 1189, 3586, 1399, 3233, 1039, 6969, 2333, 5491, 8270, 1520, 1124, 7561]","[699, 7276, 3094, 6558, 7747, 3283, 654, 4304, 1189, 3586]","[654, 7276, 517, 3094, 7747, 7630, 1802, 7536, 1189, 3586, 1149, 699, 8270, 4530, 170, 2607, 7770, 5877, 2651, 3440]","[654, 7276, 517, 3094, 7747, 7630, 1802, 7536, 1189, 3586]"
древнейшие останки человека,[6120],1,"[6173, 8038, 6056, 2610, 21, 8081, 808, 216, 7833, 7405, 5449, 3033, 6899, 6272, 7586, 6160, 3631, 4310, 3305, 5104]","[6173, 8038, 6056, 2610, 21, 8081, 808, 216, 7833, 7405]","[808, 6173, 8081, 21, 2719, 5449, 286, 6056, 750, 8038, 5153, 3654, 3631, 6160, 5531, 3033, 360, 1186, 1058, 3532]","[808, 6173, 8081, 21, 2719, 5449, 286, 6056, 750, 8038]","[6173, 5439, 2719, 6160, 4616, 5633, 5531, 8038, 8081, 7405, 360, 216, 5251, 808, 8173, 3631, 1058, 4277, 769, 2678]","[6173, 5439, 2719, 6160, 4616, 5633, 5531, 8038, 8081, 7405]","[8038, 7319, 5153, 808, 750, 8081, 5560, 6173, 6272, 216, 5597, 7586, 201, 1371, 6380, 7871, 5187, 5786, 2719, 5439]","[8038, 7319, 5153, 808, 750, 8081, 5560, 6173, 6272, 216]"
черные дыры в ранней Вселенной,[321],1,"[7425, 5116, 517, 1523, 3529, 1490, 6890, 861, 2214, 6839, 2034, 1226, 6954, 2210, 7447, 145, 2322, 936, 2280, 7800]","[7425, 5116, 517, 1523, 3529, 1490, 6890, 861, 2214, 6839]","[2898, 3529, 7425, 1523, 517, 4626, 1490, 1603, 5189, 2555, 2214, 5116, 861, 1036, 2322, 649, 321, 3569, 1808, 641]","[2898, 3529, 7425, 1523, 517, 4626, 1490, 1603, 5189, 2555]","[3529, 2898, 7425, 2214, 1523, 517, 5189, 1490, 2034, 1036, 1711, 3257, 2210, 2097, 218, 2701, 2322, 936, 7447, 5116]","[3529, 2898, 7425, 2214, 1523, 517, 5189, 1490, 2034, 1036]","[2898, 7633, 2322, 517, 2034, 7447, 6839, 1523, 2882, 7425, 2555, 2280, 6557, 3479, 3569, 1036, 2896, 3228, 6890, 2337]","[2898, 7633, 2322, 517, 2034, 7447, 6839, 1523, 2882, 7425]"
статьи о фотосинтезе на Марсе,[2683],1,"[3434, 2447, 7269, 3904, 1585, 5555, 3587, 5169, 1829, 3786, 3066, 1331, 1362, 1573, 2990, 4926, 1980, 2420, 6115, 2339]","[3434, 2447, 7269, 3904, 1585, 5555, 3587, 5169, 1829, 3786]","[3434, 2339, 1386, 1174, 1478, 5169, 4758, 1621, 2204, 344, 1331, 7269, 2990, 6418, 3066, 2973, 7471, 2058, 1980, 182]","[3434, 2339, 1386, 1174, 1478, 5169, 4758, 1621, 2204, 344]","[5228, 3434, 3066, 5023, 2990, 550, 1829, 6409, 6115, 2447, 277, 6418, 1999, 1980, 182, 693, 4926, 7828, 5516, 1362]","[5228, 3434, 3066, 5023, 2990, 550, 1829, 6409, 6115, 2447]","[3066, 4564, 6134, 4547, 7, 1976, 1331, 7828, 2204, 8181, 463, 4659, 577, 7298, 1362, 2447, 248, 7637, 3904, 2568]","[3066, 4564, 6134, 4547, 7, 1976, 1331, 7828, 2204, 8181]"
статистика самоубийств и полнолуние,[6484],1,"[6484, 6312, 14, 171, 6918, 274, 7697, 1647, 2523, 1889, 7177, 4153, 7056, 4571, 3252, 8157, 3684, 8245, 4329, 6785]","[6484, 6312, 14, 171, 6918, 274, 7697, 1647, 2523, 1889]","[4136, 6484, 4653, 6845, 6785, 7835, 5794, 4363, 7485, 14, 7161, 3301, 2611, 3214, 5411, 5803, 1120, 4983, 7830, 4571]","[4136, 6484, 4653, 6845, 6785, 7835, 5794, 4363, 7485, 14]","[6484, 7956, 4363, 6918, 5970, 6312, 6785, 1731, 7627, 4433, 14, 3214, 8157, 7097, 3278, 5200, 6845, 220, 3684, 4136]","[6484, 7956, 4363, 6918, 5970, 6312, 6785, 1731, 7627, 4433]","[4329, 6845, 171, 6273, 5411, 4433, 4136, 6689, 274, 8157, 7697, 1889, 7830, 6785, 1647, 4571, 3343, 7835, 7627, 463]","[4329, 6845, 171, 6273, 5411, 4433, 4136, 6689, 274, 8157]"
сталь,"[509, 1513, 2904, 3505, 6599]",5,"[5031, 2309, 3038, 3027, 1517, 546, 2645, 1443, 4450, 7287, 5250, 6635, 5531, 2366, 7155, 7711, 4798, 600, 6599, 7833]","[5031, 2309, 3038, 3027, 1517, 546, 2645, 1443, 4450, 7287]","[5031, 1517, 1443, 3456, 2309, 2645, 5250, 1379, 1650, 546, 2832, 4, 1537, 6686, 3038, 1758, 7120, 3168, 3388, 6599]","[5031, 1517, 1443, 3456, 2309, 2645, 5250, 1379, 1650, 546]","[4428, 2309, 5250, 1517, 3967, 1902, 7155, 1595, 3436, 1443, 3287, 1650, 3038, 3456, 509, 7558, 7120, 1758, 546, 63]","[4428, 2309, 5250, 1517, 3967, 1902, 7155, 1595, 3436, 1443]","[1517, 2645, 2309, 7155, 2556, 187, 3967, 8042, 7329, 1758, 6994, 3112, 6686, 546, 3456, 509, 6599, 1443, 1379, 3168]","[1517, 2645, 2309, 7155, 2556, 187, 3967, 8042, 7329, 1758]"
индийские учения по спасению птиц,[6897],1,"[955, 420, 7015, 7565, 5501, 6990, 7272, 4282, 2652, 469, 1450, 3247, 193, 5166, 2029, 6755, 1919, 4077, 7398, 6897]","[955, 420, 7015, 7565, 5501, 6990, 7272, 4282, 2652, 469]","[7478, 955, 6897, 420, 4267, 1450, 443, 2396, 5133, 6755, 2927, 6578, 3619, 7682, 4570, 6341, 193, 563, 7492, 1736]","[7478, 955, 6897, 420, 4267, 1450, 443, 2396, 5133, 6755]","[6897, 955, 1450, 420, 3827, 682, 4282, 1693, 2644, 1504, 7661, 6562, 5501, 7565, 1163, 4843, 142, 1736, 7272, 2652]","[6897, 955, 1450, 420, 3827, 682, 4282, 1693, 2644, 1504]","[7015, 7569, 3480, 1545, 7603, 5966, 2657, 682, 6562, 388, 5164, 7389, 6897, 3863, 1504, 1369, 1919, 3860, 1281, 193]","[7015, 7569, 3480, 1545, 7603, 5966, 2657, 682, 6562, 388]"
звезды и черные дыры,[2398],1,"[1226, 2210, 145, 3257, 2418, 7593, 517, 6954, 7425, 7447, 3664, 861, 2034, 4774, 936, 3569, 6839, 2214, 6890, 1036]","[1226, 2210, 145, 3257, 2418, 7593, 517, 6954, 7425, 7447]","[1036, 6620, 7425, 2280, 3962, 615, 1226, 3257, 4774, 4008, 936, 6058, 275, 2701, 855, 2882, 1166, 7592, 2210, 2363]","[1036, 6620, 7425, 2280, 3962, 615, 1226, 3257, 4774, 4008]","[7425, 4774, 2579, 4898, 2398, 1036, 2214, 936, 1226, 3962, 2210, 2701, 6620, 6058, 275, 615, 2882, 3257, 1166, 3479]","[7425, 4774, 2579, 4898, 2398, 1036, 2214, 936, 1226, 3962]","[7633, 7425, 2882, 6620, 3962, 3228, 1036, 3479, 2280, 1166, 6839, 4358, 908, 3569, 2418, 7447, 2210, 7593, 517, 275]","[7633, 7425, 2882, 6620, 3962, 3228, 1036, 3479, 2280, 1166]"
микропластик в пищевых продуктах,[3746],1,"[2782, 2115, 6737, 1453, 3509, 1493, 850, 1933, 554, 2007, 3746, 1501, 4242, 6042, 7364, 3008, 698, 2488, 7094, 1601]","[2782, 2115, 6737, 1453, 3509, 1493, 850, 1933, 554, 2007]","[2782, 2085, 6737, 3070, 3509, 1933, 2032, 5624, 5349, 6761, 1493, 4663, 6635, 2317, 4407, 2170, 1453, 3493, 3168, 3437]","[2782, 2085, 6737, 3070, 3509, 1933, 2032, 5624, 5349, 6761]","[2317, 1443, 5250, 3168, 1493, 2170, 5349, 2576, 7123, 8186, 546, 3070, 6177, 6761, 4344, 2822, 6737, 3437, 4663, 1933]","[2317, 1443, 5250, 3168, 1493, 2170, 5349, 2576, 7123, 8186]","[2782, 2115, 1453, 6761, 7094, 6737, 2488, 4407, 1636, 1493, 4663, 2170, 1933, 546, 3746, 1601, 3509, 3437, 2032, 372]","[2782, 2115, 1453, 6761, 7094, 6737, 2488, 4407, 1636, 1493]"
камеры,"[312, 713, 2200, 6543]",4,"[6543, 2973, 2197, 1613, 7039, 5018, 5980, 932, 6502, 8119, 7812, 1026, 365, 1627, 1228, 6134, 2503, 333, 3637, 6760]","[6543, 2973, 2197, 1613, 7039, 5018, 5980, 932, 6502, 8119]","[333, 2197, 888, 2973, 1613, 3558, 5018, 1228, 1684, 1834, 7039, 2200, 4143, 5510, 5936, 563, 3909, 729, 3637, 1239]","[333, 2197, 888, 2973, 1613, 3558, 5018, 1228, 1684, 1834]","[144, 1239, 3909, 559, 2197, 4143, 2200, 5353, 6502, 729, 5018, 365, 5510, 6462, 3637, 2219, 1882, 824, 888, 4240]","[144, 1239, 3909, 559, 2197, 4143, 2200, 5353, 6502, 729]","[563, 2973, 4143, 1834, 5018, 2197, 333, 3909, 8165, 1627, 6502, 3558, 888, 6462, 986, 1613, 6610, 3637, 1696, 6543]","[563, 2973, 4143, 1834, 5018, 2197, 333, 3909, 8165, 1627]"
астрономические открытия последних лет,[3616],1,"[4355, 5877, 5138, 4661, 5594, 7630, 3440, 2704, 2827, 1189, 79, 2884, 3572, 1746, 5711, 7938, 8115, 4179, 218, 4556]","[4355, 5877, 5138, 4661, 5594, 7630, 3440, 2704, 2827, 1189]","[7276, 218, 2884, 79, 4355, 275, 5138, 1935, 3440, 1189, 2859, 2202, 6327, 7320, 641, 1305, 7747, 5491, 2528, 1278]","[7276, 218, 2884, 79, 4355, 275, 5138, 1935, 3440, 1189]","[275, 79, 2859, 4556, 7320, 7276, 5138, 6327, 7770, 218, 2202, 5321, 2896, 2528, 2882, 5946, 700, 2884, 5259, 5040]","[275, 79, 2859, 4556, 7320, 7276, 5138, 6327, 7770, 218]","[7276, 7747, 2339, 2882, 2859, 5138, 7320, 1305, 1189, 218, 1746, 2235, 3097, 4231, 2896, 7630, 3440, 2884, 7938, 2650]","[7276, 7747, 2339, 2882, 2859, 5138, 7320, 1305, 1189, 218]"
пивоварение,"[4871, 6622, 7113]",3,"[7113, 3500, 7899, 6251, 2495, 4871, 4152, 392, 6070, 6806, 655, 2512, 254, 3976, 2205, 6837, 7565, 5075, 2840, 1394]","[7113, 3500, 7899, 6251, 2495, 4871, 4152, 392, 6070, 6806]","[254, 3500, 7899, 1444, 4639, 2512, 392, 4730, 6251, 7349, 2088, 3172, 6972, 2819, 7113, 996, 6806, 1208, 6070, 704]","[254, 3500, 7899, 1444, 4639, 2512, 392, 4730, 6251, 7349]","[6070, 3500, 1444, 392, 4639, 4730, 2512, 5530, 655, 7899, 7558, 2495, 1394, 1659, 4871, 6007, 2819, 144, 2225, 339]","[6070, 3500, 1444, 392, 4639, 4730, 2512, 5530, 655, 7899]","[7899, 6251, 392, 254, 7113, 6720, 1659, 4871, 6806, 4258, 2512, 3976, 3500, 2495, 5530, 5380, 5075, 4749, 1920, 4723]","[7899, 6251, 392, 254, 7113, 6720, 1659, 4871, 6806, 4258]"
пилотируемая миссия на полярную орбиту,[1470],1,"[1470, 8208, 3080, 193, 7849, 7587, 6897, 1922, 5732, 4862, 1668, 5814, 3653, 1765, 1373, 3777, 5434, 7902, 2109, 2131]","[1470, 8208, 3080, 193, 7849, 7587, 6897, 1922, 5732, 4862]","[1470, 3080, 5814, 6897, 7587, 3720, 2131, 1922, 8208, 1765, 3777, 1829, 4582, 6450, 6566, 67, 3293, 5838, 6463, 1373]","[1470, 3080, 5814, 6897, 7587, 3720, 2131, 1922, 8208, 1765]","[1470, 3080, 3777, 6450, 8208, 3990, 4865, 2437, 2109, 3720, 1765, 2131, 1373, 5789, 1829, 7587, 3575, 7849, 7147, 1922]","[1470, 3080, 3777, 6450, 8208, 3990, 4865, 2437, 2109, 3720]","[1470, 3080, 5814, 6897, 7902, 6450, 3777, 2131, 5732, 1922, 6417, 2399, 7587, 1829, 7147, 1216, 3990, 2109, 2176, 1765]","[1470, 3080, 5814, 6897, 7902, 6450, 3777, 2131, 5732, 1922]"
влияние диеты на интеллект пожилых людей,[3024],1,"[687, 6224, 4931, 3244, 6580, 701, 2080, 7956, 5780, 1522, 5911, 377, 2005, 4944, 660, 4922, 5131, 5479, 2278, 4479]","[687, 6224, 4931, 3244, 6580, 701, 2080, 7956, 5780, 1522]","[687, 3416, 1464, 2080, 5836, 3872, 3244, 4020, 4944, 5131, 5780, 3953, 8244, 4739, 5097, 6683, 6224, 5232, 4826, 1709]","[687, 3416, 1464, 2080, 5836, 3872, 3244, 4020, 4944, 5131]","[687, 3244, 2080, 5131, 3872, 7771, 377, 5097, 1934, 1522, 5836, 5612, 4922, 5780, 6139, 4479, 3077, 3953, 6886, 7956]","[687, 3244, 2080, 5131, 3872, 7771, 377, 5097, 1934, 1522]","[2080, 6683, 687, 6905, 4210, 2138, 6886, 4899, 4420, 3911, 1175, 763, 4931, 1156, 6580, 5517, 6193, 7546, 6194, 7163]","[2080, 6683, 687, 6905, 4210, 2138, 6886, 4899, 4420, 3911]"
статьи о воспитании собак,[7840],1,"[7840, 2026, 3683, 6379, 2245, 2615, 7041, 7330, 6240, 689, 5218, 6768, 5209, 7565, 4583, 2825, 1395, 3441, 3124, 5897]","[7840, 2026, 3683, 6379, 2245, 2615, 7041, 7330, 6240, 689]","[7840, 689, 5218, 5164, 3683, 2615, 6768, 2962, 2294, 4212, 3051, 2496, 5753, 4356, 136, 6033, 6379, 7146, 6940, 6831]","[7840, 689, 5218, 5164, 3683, 2615, 6768, 2962, 2294, 4212]","[5556, 5897, 2294, 6831, 5753, 7840, 7041, 2962, 3619, 4212, 4953, 5060, 689, 6989, 4583, 6033, 8247, 2825, 6768, 3441]","[5556, 5897, 2294, 6831, 5753, 7840, 7041, 2962, 3619, 4212]","[6831, 7840, 7146, 6033, 6638, 4668, 4625, 4300, 6165, 124, 6134, 8024, 5753, 5401, 1518, 4953, 5192, 2615, 6905, 8085]","[6831, 7840, 7146, 6033, 6638, 4668, 4625, 4300, 6165, 124]"
научно-популярные проекты Naked Science,[6138],1,"[8144, 7177, 4695, 7543, 6138, 5086, 7333, 723, 6134, 7056, 3653, 4673, 4798, 5815, 7276, 7040, 5871, 318, 2341, 5962]","[8144, 7177, 4695, 7543, 6138, 5086, 7333, 723, 6134, 7056]","[8144, 5086, 1816, 4673, 6138, 4798, 6188, 7206, 723, 7316, 7333, 7056, 6826, 4869, 4695, 7433, 5857, 7328, 6849, 7276]","[8144, 5086, 1816, 4673, 6138, 4798, 6188, 7206, 723, 7316]","[7333, 723, 8144, 6138, 7177, 3653, 5086, 4673, 7543, 7316, 1816, 4869, 7056, 7898, 6369, 4798, 4695, 7433, 4173, 6188]","[7333, 723, 8144, 6138, 7177, 3653, 5086, 4673, 7543, 7316]","[5815, 6188, 5871, 723, 8144, 6138, 7328, 5085, 6735, 2434, 5559, 6369, 6849, 4659, 8200, 4674, 4173, 8182, 7276, 8051]","[5815, 6188, 5871, 723, 8144, 6138, 7328, 5085, 6735, 2434]"
скорость поглощения материей черными дырами,[2555],1,"[428, 936, 2418, 4598, 7800, 5406, 1308, 7811, 3479, 7112, 6954, 2987, 2701, 3650, 1808, 4389, 5116, 5189, 6106, 2363]","[428, 936, 2418, 4598, 7800, 5406, 1308, 7811, 3479, 7112]","[7811, 7800, 2987, 6770, 1792, 4389, 428, 7593, 2896, 532, 2363, 6106, 3616, 2418, 1488, 570, 4099, 13, 7633, 7112]","[7811, 7800, 2987, 6770, 1792, 4389, 428, 7593, 2896, 532]","[2418, 6770, 7800, 2987, 6106, 13, 5406, 936, 6058, 3616, 937, 7811, 1887, 680, 3650, 1488, 428, 2742, 7384, 4008]","[2418, 6770, 7800, 2987, 6106, 13, 5406, 936, 6058, 3616]","[7633, 2363, 6557, 1792, 6839, 2882, 532, 7593, 2987, 6770, 2214, 428, 2418, 3243, 2896, 517, 4038, 1308, 6890, 7425]","[7633, 2363, 6557, 1792, 6839, 2882, 532, 7593, 2987, 6770]"
новости про катализаторы,[3546],1,"[488, 7792, 1248, 5173, 4798, 8140, 4249, 3808, 6427, 5554, 7711, 3546, 7502, 4334, 6134, 6671, 3267, 602, 6735, 746]","[488, 7792, 1248, 5173, 4798, 8140, 4249, 3808, 6427, 5554]","[488, 3808, 1248, 7792, 6556, 932, 7502, 3267, 5173, 6039, 8132, 2696, 6671, 1018, 6427, 8140, 3546, 746, 3070, 4249]","[488, 3808, 1248, 7792, 6556, 932, 7502, 3267, 5173, 6039]","[1248, 932, 5173, 3267, 6447, 7792, 746, 3808, 488, 7502, 1018, 7069, 6671, 5554, 1664, 4249, 6556, 8132, 6039, 3291]","[1248, 932, 5173, 3267, 6447, 7792, 746, 3808, 488, 7502]","[488, 6556, 3267, 3808, 3546, 7502, 746, 1248, 6616, 7792, 6671, 6447, 2696, 1018, 1402, 6039, 6405, 5173, 4249, 6427]","[488, 6556, 3267, 3808, 3546, 7502, 746, 1248, 6616, 7792]"
поиск материалов для авиации и космоса,[1902],1,"[4800, 7040, 6348, 2146, 8011, 5523, 3225, 1460, 631, 5962, 7034, 5184, 7346, 2074, 442, 4222, 1462, 7278, 937, 7368]","[4800, 7040, 6348, 2146, 8011, 5523, 3225, 1460, 631, 5962]","[2146, 8011, 2017, 2074, 7218, 2945, 5184, 5748, 7368, 797, 1576, 1682, 6348, 6293, 1902, 1556, 1462, 1438, 4772, 7941]","[2146, 8011, 2017, 2074, 7218, 2945, 5184, 5748, 7368, 797]","[3225, 6348, 7368, 8011, 2074, 797, 7155, 2146, 7218, 2556, 5748, 1556, 1462, 2945, 7941, 4772, 4222, 1438, 1576, 1902]","[3225, 6348, 7368, 8011, 2074, 797, 7155, 2146, 7218, 2556]","[1902, 2074, 2017, 7049, 8011, 2146, 5748, 1682, 1765, 5184, 6348, 6586, 2556, 6293, 3069, 2945, 7155, 797, 1438, 3097]","[1902, 2074, 2017, 7049, 8011, 2146, 5748, 1682, 1765, 5184]"
