request,id,n,search_20_none,search_10_none,search_20_rerank,search_10_rerank,search_20_other,search_10_other
разработки в области искусственного интеллекта в России,[3812],1,"[4484, 4696, 7316, 1895, 2190, 7354, 2188, 5028, 4452, 1335, 1229, 2509, 8, 3200, 263, 2517, 946, 1527, 3209, 4954]","[4484, 4696, 7316, 1895, 2190, 7354, 2188, 5028, 4452, 1335]","[4484, 1229, 4696, 1895, 7782, 8, 7695, 263, 2509, 7316, 2190, 3665, 3209, 7432, 3812, 207, 2077, 4915, 5443, 1781]","[4484, 1229, 4696, 1895, 7782, 8, 7695, 263, 2509, 7316]","[1229, 4484, 4696, 2190, 7782, 263, 7316, 1895, 2320, 3347, 946, 8, 7695, 4053, 7397, 207, 7363, 2918, 4915, 4414]","[1229, 4484, 4696, 2190, 7782, 263, 7316, 1895, 2320, 3347]"
история возникновения астрологии,[3094],1,"[3094, 3233, 1399, 7276, 5877, 3499, 699, 3019, 1802, 4304, 2744, 7630, 5251, 1189, 116, 1924, 7448, 517, 2235, 6796]","[3094, 3233, 1399, 7276, 5877, 3499, 699, 3019, 1802, 4304]","[7276, 7747, 4304, 3440, 7770, 3499, 3586, 5116, 1327, 8270, 7997, 5877, 3862, 5198, 699, 654, 1399, 3483, 562, 4754]","[7276, 7747, 4304, 3440, 7770, 3499, 3586, 5116, 1327, 8270]","[699, 7276, 3094, 6558, 7747, 3283, 654, 4304, 1189, 3586, 1399, 3233, 1039, 6969, 2333, 5491, 8270, 1520, 1124, 7561]","[699, 7276, 3094, 6558, 7747, 3283, 654, 4304, 1189, 3586]"
древнейшие останки человека,[6120],1,"[6173, 8038, 6056, 2610, 21, 8081, 808, 216, 7833, 7405, 5449, 3033, 6899, 6272, 7586, 6160, 3631, 4310, 3305, 5104]","[6173, 8038, 6056, 2610, 21, 8081, 808, 216, 7833, 7405]","[808, 6173, 8081, 21, 2719, 5449, 286, 6056, 750, 8038, 5153, 3654, 3631, 6160, 5531, 3033, 360, 1186, 1058, 3532]","[808, 6173, 8081, 21, 2719, 5449, 286, 6056, 750, 8038]","[6173, 5439, 2719, 6160, 4616, 5633, 5531, 8038, 8081, 7405, 360, 216, 5251, 808, 8173, 3631, 1058, 4277, 769, 2678]","[6173, 5439, 2719, 6160, 4616, 5633, 5531, 8038, 8081, 7405]"
черные дыры в ранней Вселенной,[321],1,"[7425, 5116, 517, 1523, 3529, 1490, 6890, 861, 2214, 6839, 2034, 1226, 6954, 2210, 7447, 145, 2322, 936, 2280, 7800]","[7425, 5116, 517, 1523, 3529, 1490, 6890, 861, 2214, 6839]","[2898, 3529, 7425, 1523, 517, 4626, 1490, 1603, 5189, 2555, 2214, 5116, 861, 1036, 2322, 649, 321, 3569, 1808, 641]","[2898, 3529, 7425, 1523, 517, 4626, 1490, 1603, 5189, 2555]","[3529, 2898, 7425, 2214, 1523, 517, 5189, 1490, 2034, 1036, 1711, 3257, 2210, 2097, 218, 2701, 2322, 936, 7447, 5116]","[3529, 2898, 7425, 2214, 1523, 517, 5189, 1490, 2034, 1036]"
статьи о фотосинтезе на Марсе,[2683],1,"[3434, 2447, 7269, 3904, 1585, 5555, 3587, 5169, 1829, 3786, 3066, 1331, 1362, 1573, 2990, 4926, 1980, 2420, 6115, 2339]","[3434, 2447, 7269, 3904, 1585, 5555, 3587, 5169, 1829, 3786]","[3434, 2339, 1386, 1174, 1478, 5169, 4758, 1621, 2204, 344, 1331, 7269, 2990, 6418, 3066, 2973, 7471, 2058, 1980, 182]","[3434, 2339, 1386, 1174, 1478, 5169, 4758, 1621, 2204, 344]","[5228, 3434, 3066, 5023, 2990, 550, 1829, 6409, 6115, 2447, 277, 6418, 1999, 1980, 182, 693, 4926, 7828, 5516, 1362]","[5228, 3434, 3066, 5023, 2990, 550, 1829, 6409, 6115, 2447]"
статистика самоубийств и полнолуние,[6484],1,"[6484, 6312, 14, 171, 6918, 274, 7697, 1647, 2523, 1889, 7177, 4153, 7056, 4571, 3252, 8157, 3684, 8245, 4329, 6785]","[6484, 6312, 14, 171, 6918, 274, 7697, 1647, 2523, 1889]","[4136, 6484, 4653, 6845, 6785, 7835, 5794, 4363, 7485, 14, 7161, 3301, 2611, 3214, 5411, 5803, 1120, 4983, 7830, 4571]","[4136, 6484, 4653, 6845, 6785, 7835, 5794, 4363, 7485, 14]","[6484, 7956, 4363, 6918, 5970, 6312, 6785, 1731, 7627, 4433, 14, 3214, 8157, 7097, 3278, 5200, 6845, 220, 3684, 4136]","[6484, 7956, 4363, 6918, 5970, 6312, 6785, 1731, 7627, 4433]"
сталь,"[509, 1513, 2904, 3505, 6599]",5,"[5031, 2309, 3038, 3027, 1517, 546, 2645, 1443, 4450, 7287, 5250, 6635, 5531, 2366, 7155, 7711, 4798, 600, 6599, 7833]","[5031, 2309, 3038, 3027, 1517, 546, 2645, 1443, 4450, 7287]","[5031, 1517, 1443, 3456, 2309, 2645, 5250, 1379, 1650, 546, 2832, 4, 1537, 6686, 3038, 1758, 7120, 3168, 3388, 6599]","[5031, 1517, 1443, 3456, 2309, 2645, 5250, 1379, 1650, 546]","[4428, 2309, 5250, 1517, 3967, 1902, 7155, 1595, 3436, 1443, 3287, 1650, 3038, 3456, 509, 7558, 7120, 1758, 546, 63]","[4428, 2309, 5250, 1517, 3967, 1902, 7155, 1595, 3436, 1443]"
индийские учения по спасению птиц,[6897],1,"[955, 420, 7015, 7565, 5501, 6990, 7272, 4282, 2652, 469, 1450, 3247, 193, 5166, 2029, 6755, 1919, 4077, 7398, 6897]","[955, 420, 7015, 7565, 5501, 6990, 7272, 4282, 2652, 469]","[7478, 955, 6897, 420, 4267, 1450, 443, 2396, 5133, 6755, 2927, 6578, 3619, 7682, 4570, 6341, 193, 563, 7492, 1736]","[7478, 955, 6897, 420, 4267, 1450, 443, 2396, 5133, 6755]","[6897, 955, 1450, 420, 3827, 682, 4282, 1693, 2644, 1504, 7661, 6562, 5501, 7565, 1163, 4843, 142, 1736, 7272, 2652]","[6897, 955, 1450, 420, 3827, 682, 4282, 1693, 2644, 1504]"
звезды и черные дыры,[2398],1,"[1226, 2210, 145, 3257, 2418, 7593, 517, 6954, 7425, 7447, 3664, 861, 2034, 4774, 936, 3569, 6839, 2214, 6890, 1036]","[1226, 2210, 145, 3257, 2418, 7593, 517, 6954, 7425, 7447]","[1036, 6620, 7425, 2280, 3962, 615, 1226, 3257, 4774, 4008, 936, 6058, 275, 2701, 855, 2882, 1166, 7592, 2210, 2363]","[1036, 6620, 7425, 2280, 3962, 615, 1226, 3257, 4774, 4008]","[7425, 4774, 2579, 4898, 2398, 1036, 2214, 936, 1226, 3962, 2210, 2701, 6620, 6058, 275, 615, 2882, 3257, 1166, 3479]","[7425, 4774, 2579, 4898, 2398, 1036, 2214, 936, 1226, 3962]"
микропластик в пищевых продуктах,[3746],1,"[2782, 2115, 6737, 1453, 3509, 1493, 850, 1933, 554, 2007, 3746, 1501, 4242, 6042, 7364, 3008, 698, 2488, 7094, 1601]","[2782, 2115, 6737, 1453, 3509, 1493, 850, 1933, 554, 2007]","[2782, 2085, 6737, 3070, 3509, 1933, 2032, 5624, 5349, 6761, 1493, 4663, 6635, 2317, 4407, 2170, 1453, 3493, 3168, 3437]","[2782, 2085, 6737, 3070, 3509, 1933, 2032, 5624, 5349, 6761]","[2317, 1443, 5250, 3168, 1493, 2170, 5349, 2576, 7123, 8186, 546, 3070, 6177, 6761, 4344, 2822, 6737, 3437, 4663, 1933]","[2317, 1443, 5250, 3168, 1493, 2170, 5349, 2576, 7123, 8186]"
камеры,"[312, 713, 2200, 6543]",4,"[6543, 2973, 2197, 1613, 7039, 5018, 5980, 932, 6502, 8119, 7812, 1026, 365, 1627, 1228, 6134, 2503, 333, 3637, 6760]","[6543, 2973, 2197, 1613, 7039, 5018, 5980, 932, 6502, 8119]","[333, 2197, 888, 2973, 1613, 3558, 5018, 1228, 1684, 1834, 7039, 2200, 4143, 5510, 5936, 563, 3909, 729, 3637, 1239]","[333, 2197, 888, 2973, 1613, 3558, 5018, 1228, 1684, 1834]","[144, 1239, 3909, 559, 2197, 4143, 2200, 5353, 6502, 729, 5018, 365, 5510, 6462, 3637, 2219, 1882, 824, 888, 4240]","[144, 1239, 3909, 559, 2197, 4143, 2200, 5353, 6502, 729]"
астрономические открытия последних лет,[3616],1,"[4355, 5877, 5138, 4661, 5594, 7630, 3440, 2704, 2827, 1189, 79, 2884, 3572, 1746, 5711, 7938, 8115, 4179, 218, 4556]","[4355, 5877, 5138, 4661, 5594, 7630, 3440, 2704, 2827, 1189]","[7276, 218, 2884, 79, 4355, 275, 5138, 1935, 3440, 1189, 2859, 2202, 6327, 7320, 641, 1305, 7747, 5491, 2528, 1278]","[7276, 218, 2884, 79, 4355, 275, 5138, 1935, 3440, 1189]","[275, 79, 2859, 4556, 7320, 7276, 5138, 6327, 7770, 218, 2202, 5321, 2896, 2528, 2882, 5946, 700, 2884, 5259, 5040]","[275, 79, 2859, 4556, 7320, 7276, 5138, 6327, 7770, 218]"
пивоварение,"[4871, 6622, 7113]",3,"[7113, 3500, 7899, 6251, 2495, 4871, 4152, 392, 6070, 6806, 655, 2512, 254, 3976, 2205, 6837, 7565, 5075, 2840, 1394]","[7113, 3500, 7899, 6251, 2495, 4871, 4152, 392, 6070, 6806]","[254, 3500, 7899, 1444, 4639, 2512, 392, 4730, 6251, 7349, 2088, 3172, 6972, 2819, 7113, 996, 6806, 1208, 6070, 704]","[254, 3500, 7899, 1444, 4639, 2512, 392, 4730, 6251, 7349]","[6070, 3500, 1444, 392, 4639, 4730, 2512, 5530, 655, 7899, 7558, 2495, 1394, 1659, 4871, 6007, 2819, 144, 2225, 339]","[6070, 3500, 1444, 392, 4639, 4730, 2512, 5530, 655, 7899]"
пилотируемая миссия на полярную орбиту,[1470],1,"[1470, 8208, 3080, 193, 7849, 7587, 6897, 1922, 5732, 4862, 1668, 5814, 3653, 1765, 1373, 3777, 5434, 7902, 2109, 2131]","[1470, 8208, 3080, 193, 7849, 7587, 6897, 1922, 5732, 4862]","[1470, 3080, 5814, 6897, 7587, 3720, 2131, 1922, 8208, 1765, 3777, 1829, 4582, 6450, 6566, 67, 3293, 5838, 6463, 1373]","[1470, 3080, 5814, 6897, 7587, 3720, 2131, 1922, 8208, 1765]","[1470, 3080, 3777, 6450, 8208, 3990, 4865, 2437, 2109, 3720, 1765, 2131, 1373, 5789, 1829, 7587, 3575, 7849, 7147, 1922]","[1470, 3080, 3777, 6450, 8208, 3990, 4865, 2437, 2109, 3720]"
влияние диеты на интеллект пожилых людей,[3024],1,"[687, 6224, 4931, 3244, 6580, 701, 2080, 7956, 5780, 1522, 5911, 377, 2005, 4944, 660, 4922, 5131, 5479, 2278, 4479]","[687, 6224, 4931, 3244, 6580, 701, 2080, 7956, 5780, 1522]","[687, 3416, 1464, 2080, 5836, 3872, 3244, 4020, 4944, 5131, 5780, 3953, 8244, 4739, 5097, 6683, 6224, 5232, 4826, 1709]","[687, 3416, 1464, 2080, 5836, 3872, 3244, 4020, 4944, 5131]","[687, 3244, 2080, 5131, 3872, 7771, 377, 5097, 1934, 1522, 5836, 5612, 4922, 5780, 6139, 4479, 3077, 3953, 6886, 7956]","[687, 3244, 2080, 5131, 3872, 7771, 377, 5097, 1934, 1522]"
статьи о воспитании собак,[7840],1,"[7840, 2026, 3683, 6379, 2245, 2615, 7041, 7330, 6240, 689, 5218, 6768, 5209, 7565, 4583, 2825, 1395, 3441, 3124, 5897]","[7840, 2026, 3683, 6379, 2245, 2615, 7041, 7330, 6240, 689]","[7840, 689, 5218, 5164, 3683, 2615, 6768, 2962, 2294, 4212, 3051, 2496, 5753, 4356, 136, 6033, 6379, 7146, 6940, 6831]","[7840, 689, 5218, 5164, 3683, 2615, 6768, 2962, 2294, 4212]","[5556, 5897, 2294, 6831, 5753, 7840, 7041, 2962, 3619, 4212, 4953, 5060, 689, 6989, 4583, 6033, 8247, 2825, 6768, 3441]","[5556, 5897, 2294, 6831, 5753, 7840, 7041, 2962, 3619, 4212]"
научно-популярные проекты Naked Science,[6138],1,"[8144, 7177, 4695, 7543, 6138, 5086, 7333, 723, 6134, 7056, 3653, 4673, 4798, 5815, 7276, 7040, 5871, 318, 2341, 5962]","[8144, 7177, 4695, 7543, 6138, 5086, 7333, 723, 6134, 7056]","[8144, 5086, 1816, 4673, 6138, 4798, 6188, 7206, 723, 7316, 7333, 7056, 6826, 4869, 4695, 7433, 5857, 7328, 6849, 7276]","[8144, 5086, 1816, 4673, 6138, 4798, 6188, 7206, 723, 7316]","[7333, 723, 8144, 6138, 7177, 3653, 5086, 4673, 7543, 7316, 1816, 4869, 7056, 7898, 6369, 4798, 4695, 7433, 4173, 6188]","[7333, 723, 8144, 6138, 7177, 3653, 5086, 4673, 7543, 7316]"
скорость поглощения материей черными дырами,[2555],1,"[428, 936, 2418, 4598, 7800, 5406, 1308, 7811, 3479, 7112, 6954, 2987, 2701, 3650, 1808, 4389, 5116, 5189, 6106, 2363]","[428, 936, 2418, 4598, 7800, 5406, 1308, 7811, 3479, 7112]","[7811, 7800, 2987, 6770, 1792, 4389, 428, 7593, 2896, 532, 2363, 6106, 3616, 2418, 1488, 570, 4099, 13, 7633, 7112]","[7811, 7800, 2987, 6770, 1792, 4389, 428, 7593, 2896, 532]","[2418, 6770, 7800, 2987, 6106, 13, 5406, 936, 6058, 3616, 937, 7811, 1887, 680, 3650, 1488, 428, 2742, 7384, 4008]","[2418, 6770, 7800, 2987, 6106, 13, 5406, 936, 6058, 3616]"
новости про катализаторы,[3546],1,"[488, 7792, 1248, 5173, 4798, 8140, 4249, 3808, 6427, 5554, 7711, 3546, 7502, 4334, 6134, 6671, 3267, 602, 6735, 746]","[488, 7792, 1248, 5173, 4798, 8140, 4249, 3808, 6427, 5554]","[488, 3808, 1248, 7792, 6556, 932, 7502, 3267, 5173, 6039, 8132, 2696, 6671, 1018, 6427, 8140, 3546, 746, 3070, 4249]","[488, 3808, 1248, 7792, 6556, 932, 7502, 3267, 5173, 6039]","[1248, 932, 5173, 3267, 6447, 7792, 746, 3808, 488, 7502, 1018, 7069, 6671, 5554, 1664, 4249, 6556, 8132, 6039, 3291]","[1248, 932, 5173, 3267, 6447, 7792, 746, 3808, 488, 7502]"
поиск материалов для авиации и космоса,[1902],1,"[4800, 7040, 6348, 2146, 8011, 5523, 3225, 1460, 631, 5962, 7034, 5184, 7346, 2074, 442, 4222, 1462, 7278, 937, 7368]","[4800, 7040, 6348, 2146, 8011, 5523, 3225, 1460, 631, 5962]","[2146, 8011, 2017, 2074, 7218, 2945, 5184, 5748, 7368, 797, 1576, 1682, 6348, 6293, 1902, 1556, 1462, 1438, 4772, 7941]","[2146, 8011, 2017, 2074, 7218, 2945, 5184, 5748, 7368, 797]","[3225, 6348, 7368, 8011, 2074, 797, 7155, 2146, 7218, 2556, 5748, 1556, 1462, 2945, 7941, 4772, 4222, 1438, 1576, 1902]","[3225, 6348, 7368, 8011, 2074, 797, 7155, 2146, 7218, 2556]"
статьи про получение энергии из воздуха,[6719],1,"[6719, 7734, 7459, 7948, 5036, 7434, 4334, 3335, 5986, 5507, 6493, 3857, 6190, 3066, 3737, 8122, 6168, 4628, 4249, 5228]","[6719, 7734, 7459, 7948, 5036, 7434, 4334, 3335, 5986, 5507]","[6719, 3857, 6168, 3335, 5036, 3793, 7434, 2298, 3916, 1268, 765, 8070, 5694, 3066, 4389, 5801, 5128, 5228, 6778, 1807]","[6719, 3857, 6168, 3335, 5036, 3793, 7434, 2298, 3916, 1268]","[5986, 1268, 3857, 6719, 4869, 4628, 4249, 5383, 5228, 7132, 3737, 3793, 5036, 7948, 3627, 3335, 7274, 1956, 5128, 765]","[5986, 1268, 3857, 6719, 4869, 4628, 4249, 5383, 5228, 7132]"
древние стероиды на Земле,[6160],1,"[6160, 5531, 1975, 5902, 827, 3357, 3499, 7554, 259, 4870, 3654, 7833, 3525, 6173, 6322, 8270, 3154, 7138, 6899, 1786]","[6160, 5531, 1975, 5902, 827, 3357, 3499, 7554, 259, 4870]","[6160, 3154, 1975, 2235, 4431, 1670, 2471, 3525, 8270, 4122, 259, 5482, 843, 3606, 7016, 7536, 4123, 2839, 3392, 1478]","[6160, 3154, 1975, 2235, 4431, 1670, 2471, 3525, 8270, 4122]","[6160, 594, 4651, 391, 1975, 5819, 2235, 6702, 7138, 6618, 6899, 3525, 5133, 2839, 1434, 259, 1924, 3357, 1874, 827]","[6160, 594, 4651, 391, 1975, 5819, 2235, 6702, 7138, 6618]"
недосып,"[818, 2561, 3137, 5733, 6554]",5,"[5733, 2561, 5237, 2970, 3137, 8245, 4363, 5099, 1731, 5201, 2558, 4153, 7227, 5582, 6759, 5970, 857, 3886, 3176, 5086]","[5733, 2561, 5237, 2970, 3137, 8245, 4363, 5099, 1731, 5201]","[5733, 2558, 5086, 5237, 4673, 818, 1103, 2332, 3137, 4461, 4363, 1955, 8245, 4532, 2574, 7056, 583, 2702, 4434, 3703]","[5733, 2558, 5086, 5237, 4673, 818, 1103, 2332, 3137, 4461]","[2558, 4434, 2702, 6744, 5237, 5464, 4763, 6645, 5733, 2099, 5970, 4622, 4238, 1600, 1103, 5201, 8175, 8009, 4815, 2561]","[2558, 4434, 2702, 6744, 5237, 5464, 4763, 6645, 5733, 2099]"
приложения для оказания первой помощи,[893],1,"[893, 5767, 2716, 2699, 4040, 2000, 2231, 4170, 835, 3022, 1361, 6367, 5253, 1811, 230, 533, 1261, 2812, 5930, 2215]","[893, 5767, 2716, 2699, 4040, 2000, 2231, 4170, 835, 3022]","[893, 2000, 2699, 2879, 1811, 835, 156, 5767, 1328, 2971, 6286, 4040, 6364, 2215, 2842, 4007, 6788, 5253, 6453, 230]","[893, 2000, 2699, 2879, 1811, 835, 156, 5767, 1328, 2971]","[893, 2215, 1811, 1175, 1261, 5767, 793, 4040, 1805, 3022, 2699, 4042, 6286, 2879, 2000, 3056, 4007, 6367, 3662, 6788]","[893, 2215, 1811, 1175, 1261, 5767, 793, 4040, 1805, 3022]"
статистика количества авторов в «ВКонтакте»,[719],1,"[719, 5195, 5990, 6891, 846, 4128, 7488, 4492, 7210, 5857, 5930, 5589, 4798, 3082, 1395, 6134, 6479, 6218, 7097, 5547]","[719, 5195, 5990, 6891, 846, 4128, 7488, 4492, 7210, 5857]","[719, 6891, 7488, 5930, 7210, 5857, 1403, 3199, 447, 6845, 3082, 3126, 261, 4040, 1805, 1113, 5986, 4492, 4490, 7485]","[719, 6891, 7488, 5930, 7210, 5857, 1403, 3199, 447, 6845]","[719, 6891, 1805, 1747, 5857, 3082, 447, 1816, 5195, 5986, 7927, 3199, 2404, 7210, 4040, 5419, 4492, 5589, 7488, 7697]","[719, 6891, 1805, 1747, 5857, 3082, 447, 1816, 5195, 5986]"
загрязнение реки Оби,[6508],1,"[6508, 1505, 5668, 7123, 7044, 130, 7029, 1114, 7446, 5349, 8262, 5972, 1549, 4923, 6753, 8221, 289, 2773, 5484, 6933]","[6508, 1505, 5668, 7123, 7044, 130, 7029, 1114, 7446, 5349]","[6508, 5972, 5668, 484, 4878, 911, 6596, 6753, 1114, 8221, 1505, 103, 3462, 5484, 3971, 4613, 8262, 5473, 4923, 37]","[6508, 5972, 5668, 484, 4878, 911, 6596, 6753, 1114, 8221]","[5668, 6508, 5972, 290, 1114, 8262, 3704, 6596, 8221, 4923, 7257, 103, 7123, 211, 4786, 484, 8055, 5265, 1076, 3825]","[5668, 6508, 5972, 290, 1114, 8262, 3704, 6596, 8221, 4923]"
проблема синтетических опиоидов,[1640],1,"[5152, 3994, 4622, 5048, 8237, 232, 830, 1992, 7697, 7061, 6689, 3450, 6853, 166, 8134, 731, 1493, 4777, 7327, 5326]","[5152, 3994, 4622, 5048, 8237, 232, 830, 1992, 7697, 7061]","[8107, 5143, 7563, 6393, 5152, 727, 7594, 671, 6689, 1493, 1641, 1783, 3411, 3450, 2166, 7863, 4329, 3509, 3516, 4633]","[8107, 5143, 7563, 6393, 5152, 727, 7594, 671, 6689, 1493]","[8107, 3246, 7061, 5811, 7863, 6689, 266, 4633, 6393, 181, 7069, 5878, 2134, 5353, 166, 5152, 830, 4257, 5423, 2836]","[8107, 3246, 7061, 5811, 7863, 6689, 266, 4633, 6393, 181]"
статьи о межзвездном пространстве,[3925],1,"[937, 2412, 3925, 6134, 5853, 1608, 6067, 2337, 2587, 7241, 2350, 2447, 4357, 1412, 1843, 5877, 4540, 3656, 4659, 1485]","[937, 2412, 3925, 6134, 5853, 1608, 6067, 2337, 2587, 7241]","[7331, 2350, 3925, 5141, 4926, 1407, 937, 3729, 4659, 5070, 2444, 2827, 493, 6652, 5712, 7390, 6591, 3216, 809, 1406]","[7331, 2350, 3925, 5141, 4926, 1407, 937, 3729, 4659, 5070]","[493, 1608, 4926, 2663, 7333, 7331, 4659, 3925, 6067, 914, 6327, 1792, 5711, 5555, 809, 2789, 8137, 8208, 5141, 2383]","[493, 1608, 4926, 2663, 7333, 7331, 4659, 3925, 6067, 914]"
эксперименты на рыбках,[8067],1,"[6939, 8067, 4987, 2931, 7239, 7037, 792, 7180, 7864, 7647, 8222, 812, 4339, 2981, 7088, 7529, 868, 6497, 2715, 1215]","[6939, 8067, 4987, 2931, 7239, 7037, 792, 7180, 7864, 7647]","[6939, 2931, 7037, 7072, 8067, 2981, 5501, 7239, 2715, 3954, 8222, 4820, 5401, 3403, 792, 6361, 7886, 7088, 6497, 7226]","[6939, 2931, 7037, 7072, 8067, 2981, 5501, 7239, 2715, 3954]","[2931, 6939, 7044, 7239, 8067, 7037, 7918, 7072, 4263, 7088, 6047, 4094, 6324, 6497, 6361, 1678, 7226, 6410, 1215, 7180]","[2931, 6939, 7044, 7239, 8067, 7037, 7918, 7072, 4263, 7088]"
статьи про синхронные двигатели,[2402],1,"[4719, 2402, 4907, 3217, 1099, 8012, 6134, 3335, 3745, 7069, 5986, 3673, 2178, 4923, 7528, 2301, 4982, 2426, 497, 2084]","[4719, 2402, 4907, 3217, 1099, 8012, 6134, 3335, 3745, 7069]","[2402, 4719, 4907, 3217, 2084, 8012, 1099, 7755, 1131, 7551, 7069, 3436, 3846, 2178, 8070, 2811, 1162, 5316, 4691, 3335]","[2402, 4719, 4907, 3217, 2084, 8012, 1099, 7755, 1131, 7551]","[4907, 2402, 4719, 7755, 8012, 3217, 4691, 1162, 5742, 2693, 3846, 2084, 7069, 2426, 3086, 7551, 733, 1558, 5914, 2178]","[4907, 2402, 4719, 7755, 8012, 3217, 4691, 1162, 5742, 2693]"
традиции охоты древних народов,[3632],1,"[6000, 6298, 5513, 5080, 50, 6700, 3983, 225, 8108, 6242, 3480, 4154, 7833, 7684, 6455, 1046, 4159, 6795, 1479, 8130]","[6000, 6298, 5513, 5080, 50, 6700, 3983, 225, 8108, 6242]","[50, 5513, 6000, 3983, 8065, 6755, 6455, 7669, 3432, 4159, 8108, 6739, 1479, 6795, 216, 6185, 7519, 6298, 4258, 5532]","[50, 5513, 6000, 3983, 8065, 6755, 6455, 7669, 3432, 4159]","[5513, 50, 6455, 7519, 1739, 8065, 6000, 3983, 3432, 2335, 3789, 1046, 8108, 2786, 7172, 3647, 7229, 1479, 6758, 3778]","[5513, 50, 6455, 7519, 1739, 8065, 6000, 3983, 3432, 2335]"
статьи о поиске внеземной жизни,[6478],1,"[493, 1903, 2082, 7241, 5379, 3248, 7402, 3925, 5036, 6478, 604, 6134, 318, 4357, 7465, 4659, 1412, 6586, 7040, 809]","[493, 1903, 2082, 7241, 5379, 3248, 7402, 3925, 5036, 6478]","[493, 7402, 1894, 44, 430, 864, 2343, 1170, 5379, 3248, 1903, 577, 5936, 2082, 2152, 318, 4337, 7331, 317, 5986]","[493, 7402, 1894, 44, 430, 864, 2343, 1170, 5379, 3248]","[493, 1903, 5936, 7402, 1894, 4337, 318, 864, 44, 2343, 5379, 102, 3248, 7333, 809, 430, 1170, 1914, 1412, 1399]","[493, 1903, 5936, 7402, 1894, 4337, 318, 864, 44, 2343]"
история становления человека на двух ногах,[8236],1,"[7286, 7507, 1584, 5532, 4754, 116, 7788, 6739, 4028, 1749, 6347, 7669, 3532, 4941, 1871, 216, 6242, 6056, 8236, 4508]","[7286, 7507, 1584, 5532, 4754, 116, 7788, 6739, 4028, 1749]","[7286, 7507, 6072, 6056, 6739, 4258, 1584, 5560, 2935, 4508, 1149, 1749, 8173, 2342, 543, 5532, 817, 3898, 7920, 6793]","[7286, 7507, 6072, 6056, 6739, 4258, 1584, 5560, 2935, 4508]","[1149, 1584, 7286, 840, 5439, 817, 3499, 2342, 5104, 5239, 5560, 5532, 3270, 6477, 7788, 4508, 2581, 4028, 7043, 1479]","[1149, 1584, 7286, 840, 5439, 817, 3499, 2342, 5104, 5239]"
подземелья и драконы,[3309],1,"[3309, 7528, 5086, 1947, 6419, 2595, 2624, 2366, 7869, 7833, 602, 7172, 4673, 1242, 3571, 4347, 7405, 5438, 4971, 8173]","[3309, 7528, 5086, 1947, 6419, 2595, 2624, 2366, 7869, 7833]","[3309, 1667, 6092, 909, 2128, 5086, 7172, 5532, 4673, 5392, 6462, 7661, 4347, 6700, 6257, 6027, 7535, 6509, 7808, 4804]","[3309, 1667, 6092, 909, 2128, 5086, 7172, 5532, 4673, 5392]","[3309, 4347, 5086, 5420, 4673, 7808, 694, 4971, 8095, 7661, 2128, 1667, 2595, 599, 1947, 1160, 68, 7878, 6092, 646]","[3309, 4347, 5086, 5420, 4673, 7808, 694, 4971, 8095, 7661]"
«Чанъэ-5»,"[651, 2989, 7744]",3,"[1922, 651, 7744, 3265, 2989, 4798, 97, 3866, 1610, 2953, 829, 6316, 6425, 529, 5743, 2537, 2151, 1389, 6420, 2753]","[1922, 651, 7744, 3265, 2989, 4798, 97, 3866, 1610, 2953]","[651, 3265, 2989, 1922, 2310, 7744, 1389, 2904, 4545, 97, 1756, 7723, 2953, 3310, 2899, 7560, 1610, 3866, 1470, 178]","[651, 3265, 2989, 1922, 2310, 7744, 1389, 2904, 4545, 97]","[3337, 3265, 2989, 651, 3866, 584, 2953, 2310, 1922, 4545, 3565, 5437, 97, 1389, 3655, 2537, 1610, 7560, 3990, 1554]","[3337, 3265, 2989, 651, 3866, 584, 2953, 2310, 1922, 4545]"
общественное поведение в сложных ситуациях,[4298],1,"[3125, 6937, 7931, 1870, 4560, 3538, 3042, 5222, 8210, 3142, 5154, 1639, 2534, 3135, 2573, 3554, 2454, 1955, 5465, 184]","[3125, 6937, 7931, 1870, 4560, 3538, 3042, 5222, 8210, 3142]","[3299, 4315, 3538, 3129, 6937, 3042, 184, 5073, 4538, 3135, 6658, 1897, 3373, 2760, 2454, 4372, 8245, 8210, 4514, 5222]","[3299, 4315, 3538, 3129, 6937, 3042, 184, 5073, 4538, 3135]","[3299, 2443, 3135, 3538, 5745, 3042, 8210, 4006, 7569, 3373, 4275, 1955, 4790, 1870, 4315, 1107, 2454, 3264, 2534, 705]","[3299, 2443, 3135, 3538, 5745, 3042, 8210, 4006, 7569, 3373]"
исследования на поверхности Плутона,[2826],1,"[803, 5183, 2826, 1098, 5165, 2951, 3957, 4299, 5455, 1177, 700, 1376, 2310, 3357, 3591, 810, 2292, 2378, 941, 2560]","[803, 5183, 2826, 1098, 5165, 2951, 3957, 4299, 5455, 1177]","[2826, 803, 5183, 1923, 5256, 3591, 3957, 1145, 810, 2267, 3369, 5565, 657, 7134, 5296, 4005, 4476, 4397, 4138, 3631]","[2826, 803, 5183, 1923, 5256, 3591, 3957, 1145, 810, 2267]","[2826, 5183, 1240, 3957, 803, 810, 3705, 4132, 2202, 361, 256, 7134, 700, 5165, 1722, 52, 2310, 4299, 1924, 2989]","[2826, 5183, 1240, 3957, 803, 810, 3705, 4132, 2202, 361]"
